symbol	globalScore	otGeneticsPortal	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
ZNF248	0.005571410716557295	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.045822737871199386	No data	No data	0	0	0	0	0	0	No data	-0.5170868931027297	No data	0	No data	No data	0	-1	0
GPD1L	0.005567152697968239	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.045787717284927185	No data	No data	0	0	0	0	1	0.757835	No data	-0.25713690352156704	0	0	No data	No data	-0.2735050000000001	0.5	-1
ZNF415	0.005565588264625985	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04577485041464853	No data	No data	0	0	0	0	0	No data	No data	0.590539695769952	No data	0	No data	No data	0	-1	0
ENSG00000232611	0.005563040522124552	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0457538961998642	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
KDSR	0.005562790938453	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04575184346892399	No data	No data	0	0	0	0	0	0.6234949999999998	No data	-0.40237549489476976	No data	0	No data	No data	0	-1	-1
BABAM2	0.005559626930101453	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04572582070149736	No data	No data	0	0	0	0	0	0.7650149999999997	No data	-0.5375078141279432	-0.13805873379873962	0	No data	No data	No data	1	-1
MAP3K4-AS1	0.005545710646050896	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04561136454871459	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
BHLHE40	0.005545261295551898	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04560766881146323	No data	No data	0	0	0	0	0	0.5145650000000004	No data	-0.8936236715982496	-0.7101397957279021	0	No data	No data	0	-1	-1
SPOCK1	0.00554422592850181	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0455991533105694	No data	No data	0	1	0	0	0	0.7608199999999996	No data	-0.6370077099395708	-0.6464229792484466	0	No data	No data	0	0.5	0
CXCL10	0.005543697820270528	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.045594809820871586	No data	No data	0.5	0	1	1	0	1	0	No data	0.11648260054177961	-0.23265234396795703	0	-1	No data	0	0.5	0
UQCR10	0.005541934366051382	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04558030607944186	No data	No data	0	0	0	0	0	0.20634999999999976	No data	0.7995415711606584	No data	0	No data	No data	No data	-1	-1
PGM1	0.005537499706023921	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04554383268440344	No data	No data	0	0	0	0	0	0.5640549999999998	No data	0.46947280683475734	-0.8195361748385068	0	No data	No data	-0.13256249999999986	0.75	-1
PCYT1B	0.005530766739649493	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04548845659224888	No data	No data	0	0	0	0	0	0.9051499999999997	No data	-0.6244009168576787	-0.1874162393036502	0	No data	No data	-0.19376749999999987	0.5	0
CACNB2	0.00552841792248565	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04546913846284113	No data	1	1	0	1	1	0	0.6893949999999996	No data	-0.26849343613252763	-0.7734366540814666	0	No data	No data	-0.011362500000000076	-1	0
C14orf119	0.005525318831436676	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.045443649615581304	No data	No data	0	0	0	0	0	0.17856999999999984	No data	0.5502187955824129	0	0	No data	No data	No data	-1	-1
DHX29	0.0055206848509165695	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04540553688516599	No data	No data	0	0	0	0	0	0.5434600000000003	No data	-0.4644717649510315	-0.21576803032356207	0	No data	No data	0	-1	-1
DNER	0.005520583641391746	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04540470447525009	No data	No data	1	0	0	1	0	0.5183149999999997	No data	-0.5741821212752657	-0.27542017038737987	0	No data	No data	0	0.5	0
ARHGDIA	0.005520252540034548	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0454019812922949	No data	No data	0	0	1	1	1	0.8529400000000003	No data	-0.04907272348405922	-0.8670227354283402	0	No data	No data	-0.15441250000000012	-1	-1
CISD2	0.005519268496957583	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04539388791159408	No data	No data	0	0	0	1	0	0.8148150000000001	No data	-0.0021879558241300057	-0.9222120012598872	0	No data	No data	0	0.5	-1
LSM14A	0.005519268496957583	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04539388791159408	No data	No data	0	0	0	0	0	0.6652250000000002	No data	-0.43436132527609916	0	0	No data	No data	0	-1	-1
PLCE1	0.005517147444090045	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0453764430570492	No data	No data	0	0	0	0	0	0.235445	No data	-0.5468847676599291	-0.9424031219802894	0	No data	No data	0	-1	0
SELENOF	0.005507207064727614	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04529468721081239	No data	No data	0	0	0	0	0	0.5454549999999998	No data	0.14503021462804755	-0.39602281980394116	0	No data	No data	0	-1	-1
NSDHL	0.0055058595406201885	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.045283604336637244	No data	No data	0	0	0	0	0	0.1554949999999998	No data	-0.7728693477807876	-0.8962469411744286	0	No data	No data	0	-1	-1
SLC35B1	0.005504971965810153	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04527630437080624	No data	No data	0	0	0	0	0	0.76708	No data	0.13804959366534697	No data	-1	No data	No data	0	-1	-1
TRIM14	0.00550434656295408	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.04223150668170084	No data	No data	0	0	0	0	0	0	No data	-0.05292769326943114	-0.3444418667398136	0	No data	No data	0	-1	-1
CCDC152	0.005503339649513054	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04526287918899679	No data	No data	0	0	0	0	0	0	No data	0.47416128360075005	No data	0	No data	No data	No data	1	0
ELP1	0.005502493443788055	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04525591946818382	No data	No data	0	0	0	0	0	0.046544999999999705	No data	-0.21546155449051885	-0.9366919946560001	-1	No data	No data	No data	-1	-1
BCL2	0.005488430848925743	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.045140259964523526	No data	1	0	0	1	1	0	0.5188299999999998	1	-0.24369660345905397	-0.9497681429128482	0	-1	No data	0	-1	-1
CD99	0.005487153658643404	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04512975555935639	No data	No data	0	0	0	0	0	No data	No data	0.06918107939153995	No data	0	No data	No data	0	-1	-1
ZC3HAV1	0.005487018172823961	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04512864123993077	No data	No data	0	0	0	0	0	0	No data	-0.38883100645967905	No data	0	No data	No data	0	0.5	-1
ELL2	0.005476994189591342	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04504619778360317	No data	No data	0	0	0	0	0	0.515625	No data	-0.8338195457386955	-0.15291586888694558	0	No data	No data	0	-1	-1
SSBP1	0.0054744854788392255	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04502556459013795	No data	No data	0	0	0	0	0	0.18918999999999997	No data	-0.009168576786830585	-0.022060910089015118	0	No data	No data	No data	-1	-1
TTC9C	0.005474410489641665	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04502494783245883	No data	No data	0	0	0	0	0	0.7953200000000002	No data	0.4380079183163159	No data	0	No data	No data	0	-1	-1
CTNND2	0.005469927330359246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04238628616681025	0.010407157530606526	No data	No data	0	0	0	0	0	0.8367350000000002	No data	-0.9799958324650969	-0.17077894484562928	0	No data	No data	0	1	0
H2AX	0.005466571794591911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04496047754175674	No data	No data	0	0	0	0	0	0.8601399999999998	No data	0.7059804125859555	-0.8718670107224202	0	No data	No data	-0.5804200000000002	-1	-1
FUBP3	0.005463974984254359	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04493911976264971	No data	No data	0	0	0	0	0	0.64161	No data	-0.674828089185247	No data	0	No data	No data	0	-1	-1
ELOC	0.005459259886687846	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.044900339875325046	No data	No data	0	0	1	1	0	1	No data	-0.3039174828089185	No data	-1	No data	No data	No data	-1	-1
SPATS2L	0.00545857850626688	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04489473578005925	No data	No data	0	0	0	0	0	0.4713250000000002	No data	-0.5818920608460096	No data	0	No data	No data	0	-1	-1
VAPB	0.005458249589776126	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04489203056680104	No data	No data	0	0	0	0	0	0.5061750000000004	No data	-0.42404667639091476	-0.2673075787482629	0	No data	No data	-0.053497499999999934	-1	-1
R3HCC1	0.005455990663820637	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04487345175845342	No data	No data	0	0	0	0	0	0	No data	0.4832256720150032	No data	0	No data	No data	0	-1	-1
CDC42SE1	0.005451176446740192	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04483385665075893	No data	No data	0	0	0	0	0	0.93671	No data	0.7038966451344031	No data	0	No data	No data	0	-1	-1
CP	0.005449728005177048	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03495602086266821	0.03608293855315832	No data	No data	0	1	0	0	1	0.1314549999999997	No data	-0.3236090852260888	-0.918983193745192	0	No data	No data	0	1	0
TGFBR3	0.005432636442221061	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04468137215258932	No data	No data	0	1	0	0	0	0.07167999999999992	No data	-0.5006251302354657	-0.9565630829650429	0	No data	No data	0	-1	-1
SLC14A1	0.00542811625796711	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.044644195353258635	No data	No data	1	0	0	1	0	0.17738000000000015	1	0.6126276307564076	-0.3203163158882444	0	No data	No data	-0.029562499999999936	0.5	0
